symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
A8,-1.72,50.0,0.755,-5.08,16,17040.14,5.52,"{""횡보정리"": 2, ""전략매도"": 6, ""동적익절"": 2, ""손절"": 6}"
ACX,1.55,57.14,1.19,-5.84,21,21705.4,6.9,"{""손절"": 7, ""동적익절"": 6, ""횡보정리"": 3, ""전략매도"": 4, ""트레일링스탑"": 1}"
ADA,-5.71,35.14,0.352,-7.64,37,38190.18,7.82,"{""전략매도"": 30, ""횡보정리"": 3, ""손절"": 4}"
AGI,-0.5,40.0,0.823,-2.18,5,5820.7,6.75,"{""동적익절"": 2, ""손절"": 2, ""백테스트종료"": 1}"
AKT,1.55,71.43,2.183,-1.34,7,7122.18,3.46,"{""트레일링스탑"": 1, ""전략매도"": 4, ""손절"": 1, ""백테스트종료"": 1}"
ANIME,-2.73,36.36,0.344,-3.42,11,10348.32,6.17,"{""횡보정리"": 2, ""전략매도"": 3, ""손절"": 4, ""트레일링스탑"": 2}"
ANKR,-0.74,44.44,0.852,-4.88,9,9981.53,4.7,"{""횡보정리"": 1, ""전략매도"": 1, ""동적익절"": 2, ""손절"": 4, ""트레일링스탑"": 1}"
ATH,-0.04,57.14,0.987,-2.82,14,14999.01,6.8,"{""전략매도"": 8, ""트레일링스탑"": 1, ""횡보정리"": 1, ""손절"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
AXS,2.07,66.67,11.836,-0.97,6,5885.33,5.68,"{""전략매도"": 5, ""동적익절"": 1}"
BARD,-1.97,16.67,0.455,-4.53,6,5784.01,6.29,"{""횡보정리"": 2, ""손절"": 3, ""동적익절"": 1}"
BERA,0.21,83.33,1.182,-1.32,6,6671.81,7.15,"{""전략매도"": 5, ""손절"": 1}"
BLAST,-1.02,22.22,0.629,-2.88,9,9557.82,7.25,"{""횡보정리"": 2, ""전략매도"": 2, ""트레일링스탑"": 1, ""동적익절"": 1, ""손절"": 2, ""백테스트종료"": 1}"
BOBA,-3.68,14.29,0.095,-4.68,7,6991.03,4.43,"{""전략매도"": 1, ""트레일링스탑"": 1, ""손절"": 4, ""백테스트종료"": 1}"
BSV,-0.69,33.33,0.48,-2.33,3,3315.95,8.31,"{""전략매도"": 1, ""손절"": 1, ""백테스트종료"": 1}"
