symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
0G,0.37,100.0,,-0.36,1,1175.9,14.42,"{""동적익절"": 1}"
A8,-0.24,50.0,0.878,-2.27,4,4660.77,1.85,"{""동적익절"": 2, ""손절"": 2}"
ACE,-1.84,0.0,0.0,-2.01,3,3453.91,4.36,"{""손절"": 3}"
ACS,1.85,66.67,3.977,-1.49,3,3546.27,5.25,"{""손절"": 1, ""동적익절"": 2}"
ACX,-0.79,66.67,0.398,-1.87,3,3480.09,10.06,"{""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
ADA,0.36,100.0,,-0.51,1,1175.67,18.5,"{""동적익절"": 1}"
ADP,0.76,50.0,1.331,-2.5,4,4685.72,2.31,"{""동적익절"": 2, ""손절"": 2}"
AERO,-0.65,0.0,0.0,-1.11,2,2316.97,4.71,"{""손절"": 1, ""백테스트종료"": 1}"
AGI,1.21,75.0,2.442,-1.0,4,4697.05,1.19,"{""손절"": 1, ""동적익절"": 2, ""트레일링스탑"": 1}"
AHT,1.68,50.0,6.386,-0.57,2,2375.51,13.0,"{""횡보정리"": 1, ""동적익절"": 1}"
AIOZ,0.37,50.0,1.948,-0.75,2,2342.55,13.25,"{""횡보정리"": 1, ""동적익절"": 1}"
AKT,0.52,60.0,1.341,-1.45,5,5846.24,2.35,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 2}"
AL,-1.43,0.0,0.0,-2.15,3,3464.05,7.22,"{""손절"": 2, ""트레일링스탑"": 1}"
ALICE,0.0,0.0,,0.0,0,0.0,0.0,{}
ALT,-1.16,33.33,0.044,-1.54,3,3471.05,1.44,"{""손절"": 2, ""트레일링스탑"": 1}"
AMO,-0.55,33.33,0.609,-1.5,3,3486.28,5.44,"{""동적익절"": 1, ""손절"": 2}"
AMP,5.41,66.67,14.163,-0.58,3,3635.48,8.72,"{""횡보정리"": 1, ""동적익절"": 2}"
ANIME,-0.66,42.86,0.742,-2.08,7,8150.02,7.52,"{""손절"": 3, ""동적익절"": 3, ""백테스트종료"": 1}"
ANKR,-2.14,50.0,0.466,-4.6,8,9279.7,3.4,"{""동적익절"": 2, ""트레일링스탑"": 2, ""손절"": 4}"
APE,1.05,55.56,1.348,-2.57,9,10526.25,3.8,"{""손절"": 4, ""동적익절"": 4, ""트레일링스탑"": 1}"
API3,0.56,40.0,1.107,-3.09,10,11680.6,1.96,"{""트레일링스탑"": 2, ""손절"": 6, ""동적익절"": 2}"
ARKM,2.57,100.0,,-0.99,4,4730.97,2.56,"{""동적익절"": 3, ""트레일링스탑"": 1}"
ASTER,-0.15,0.0,0.0,-0.85,1,1162.89,16.92,"{""백테스트종료"": 1}"
