symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
0G,-0.84,40.0,0.601,-2.12,5,5812.19,4.1,"{""손절"": 3, ""동적익절"": 2}"
A8,-0.41,58.06,0.967,-4.1,31,36156.37,4.02,"{""동적익절"": 14, ""손절"": 12, ""트레일링스탑"": 5}"
ACE,-2.89,28.57,0.143,-3.82,7,8094.36,4.25,"{""트레일링스탑"": 2, ""손절"": 5}"
ACS,-0.39,0.0,0.0,-0.45,1,1156.78,3.58,"{""백테스트종료"": 1}"
ACX,-0.79,66.67,0.398,-1.87,3,3480.09,10.06,"{""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
ADA,-4.21,40.91,0.492,-7.15,22,25561.05,10.07,"{""손절"": 12, ""동적익절"": 8, ""횡보정리"": 1, ""트레일링스탑"": 1}"
ADP,0.76,50.0,1.331,-2.5,4,4685.72,2.31,"{""동적익절"": 2, ""손절"": 2}"
AERO,-0.65,0.0,0.0,-1.11,2,2316.97,4.71,"{""손절"": 1, ""백테스트종료"": 1}"
AGI,-2.69,0.0,0.0,-2.92,4,4599.3,1.85,"{""손절"": 4}"
AHT,1.68,50.0,6.386,-0.57,2,2375.51,13.0,"{""횡보정리"": 1, ""동적익절"": 1}"
AIOZ,0.37,50.0,1.948,-0.75,2,2342.55,13.25,"{""횡보정리"": 1, ""동적익절"": 1}"
AKT,0.66,56.25,1.142,-2.92,16,18683.09,2.4,"{""트레일링스탑"": 5, ""손절"": 7, ""동적익절"": 4}"
AL,3.65,62.5,2.557,-2.33,8,9424.93,11.36,"{""동적익절"": 3, ""강제청산"": 1, ""손절"": 3, ""트레일링스탑"": 1}"
ALICE,1.15,57.14,1.56,-2.26,7,8195.39,0.83,"{""동적익절"": 3, ""손절"": 3, ""트레일링스탑"": 1}"
ALT,0.7,66.67,1.56,-1.23,6,7017.65,24.88,"{""동적익절"": 3, ""손절"": 2, ""강제청산"": 1}"
AMO,1.74,50.0,1.88,-1.47,6,7043.68,6.83,"{""동적익절"": 3, ""손절"": 3}"
AMP,2.53,40.0,1.771,-3.56,5,5896.8,1.4,"{""손절"": 3, ""동적익절"": 2}"
ANIME,-0.66,42.86,0.742,-2.08,7,8150.02,7.52,"{""손절"": 3, ""동적익절"": 3, ""백테스트종료"": 1}"
ANKR,-2.74,44.44,0.406,-4.63,9,10431.36,3.51,"{""동적익절"": 2, ""손절"": 5, ""트레일링스탑"": 2}"
APE,1.65,62.5,1.686,-2.55,8,9374.72,4.14,"{""동적익절"": 4, ""손절"": 3, ""트레일링스탑"": 1}"
API3,0.33,38.46,1.05,-3.1,13,15174.84,2.62,"{""손절"": 8, ""트레일링스탑"": 2, ""동적익절"": 3}"
ARKM,2.57,100.0,,-0.99,4,4730.97,2.56,"{""동적익절"": 3, ""트레일링스탑"": 1}"
ASTER,-0.15,0.0,0.0,-0.85,1,1162.89,16.92,"{""백테스트종료"": 1}"
ATH,-0.35,50.0,0.904,-2.51,12,13991.24,5.35,"{""동적익절"": 5, ""손절"": 6, ""트레일링스탑"": 1}"
AUDIO,1.41,66.67,1.777,-2.88,6,7035.28,0.65,"{""동적익절"": 3, ""손절"": 1, ""트레일링스탑"": 2}"
AVAIL,-0.91,50.0,0.728,-2.94,8,9310.47,1.23,"{""손절"": 4, ""트레일링스탑"": 2, ""동적익절"": 2}"
AVL,-0.5,45.45,0.907,-3.25,11,12820.74,10.11,"{""손절"": 4, ""동적익절"": 5, ""강제청산"": 1, ""백테스트종료"": 1}"
AVNT,-1.77,25.0,0.134,-2.53,4,4622.22,3.54,"{""트레일링스탑"": 1, ""손절"": 3}"
AXS,2.2,61.54,1.506,-2.8,13,15221.86,75.18,"{""손절"": 3, ""동적익절"": 7, ""강제청산"": 1, ""횡보정리"": 1, ""트레일링스탑"": 1}"
AZIT,1.51,42.86,1.356,-2.41,7,8204.41,3.98,"{""동적익절"": 3, ""손절"": 4}"
B3,0.68,60.0,1.065,-6.04,15,17517.02,55.22,"{""손절"": 5, ""동적익절"": 6, ""강제청산"": 1, ""트레일링스탑"": 3}"
BABY,2.28,100.0,,-0.47,4,4723.83,1.27,"{""동적익절"": 2, ""트레일링스탑"": 2}"
BARD,-0.21,50.0,0.644,-0.9,2,2328.04,3.04,"{""손절"": 1, ""트레일링스탑"": 1}"
BASED,-1.48,33.33,0.475,-2.42,6,6962.89,1.92,"{""손절"": 4, ""동적익절"": 1, ""트레일링스탑"": 1}"
BB,0.86,55.56,1.299,-1.9,9,10521.59,3.44,"{""손절"": 4, ""동적익절"": 4, ""트레일링스탑"": 1}"
BEL,-0.02,44.44,0.993,-1.71,9,10499.43,2.49,"{""손절"": 5, ""동적익절"": 4}"
BERA,-1.41,33.33,0.396,-2.71,6,6964.63,9.32,"{""손절"": 3, ""동적익절"": 2, ""횡보정리"": 1}"
BIO,-10.85,32.0,0.296,-12.66,25,28894.81,4.31,"{""동적익절"": 4, ""손절"": 16, ""트레일링스탑"": 5}"
BIOT,-3.66,20.0,0.179,-3.95,5,5741.56,2.12,"{""손절"": 4, ""동적익절"": 1}"
BLAST,-1.78,25.0,0.301,-2.51,4,4621.96,9.33,"{""횡보정리"": 1, ""동적익절"": 1, ""손절"": 2}"
BLEND,-1.74,0.0,0.0,-2.08,3,3456.47,4.17,"{""손절"": 2, ""백테스트종료"": 1}"
BLUE,-0.04,50.0,0.925,-0.67,2,2332.23,5.96,"{""동적익절"": 1, ""손절"": 1}"
BLUR,-1.91,30.77,0.751,-5.77,13,15118.79,1.92,"{""동적익절"": 3, ""손절"": 9, ""트레일링스탑"": 1}"
BLY,4.62,66.67,3.848,-1.58,3,3615.7,0.22,"{""동적익절"": 2, ""손절"": 1}"
BNT,0.25,50.0,2.626,-0.49,2,2339.48,13.67,"{""동적익절"": 1, ""백테스트종료"": 1}"
BOB,1.53,52.94,1.373,-2.62,17,19871.67,3.7,"{""동적익절"": 5, ""손절"": 6, ""횡보정리"": 1, ""트레일링스탑"": 5}"
BOBA,0.8,57.89,1.13,-2.96,19,22186.76,12.62,"{""손절"": 6, ""트레일링스탑"": 3, ""동적익절"": 8, ""강제청산"": 1, ""횡보정리"": 1}"
BRETT,3.74,100.0,,-0.65,6,7093.74,4.46,"{""동적익절"": 5, ""백테스트종료"": 1}"
BREV,0.11,50.0,1.164,-1.17,2,2336.16,1.54,"{""동적익절"": 1, ""손절"": 1}"
BSV,0.37,50.0,1.488,-0.85,2,2342.56,1.5,"{""동적익절"": 1, ""손절"": 1}"
BTC,-4.15,31.25,0.472,-6.43,32,37229.2,28.72,"{""손절"": 5, ""동적익절"": 10, ""횡보정리"": 16, ""강제청산"": 1}"
BTR,-9.63,36.84,0.472,-12.76,38,44091.92,2.91,"{""손절"": 22, ""트레일링스탑"": 7, ""동적익절"": 8, ""백테스트종료"": 1}"
C,3.46,68.75,1.685,-3.1,16,18753.41,2.0,"{""트레일링스탑"": 2, ""동적익절"": 9, ""손절"": 5}"
CAMP,4.1,69.23,2.233,-3.08,13,15269.5,3.6,"{""손절"": 3, ""동적익절"": 7, ""트레일링스탑"": 2, ""횡보정리"": 1}"
CFG,2.03,53.85,1.247,-4.72,26,30384.28,2.55,"{""동적익절"": 8, ""트레일링스탑"": 7, ""손절"": 11}"
CHIP,-3.98,30.0,0.35,-5.72,10,11566.91,2.01,"{""동적익절"": 2, ""손절"": 7, ""트레일링스탑"": 1}"
CHR,-2.53,33.33,0.551,-5.55,12,13936.53,28.15,"{""동적익절"": 4, ""손절"": 7, ""강제청산"": 1}"
CKB,-0.28,0.0,0.0,-0.45,1,1159.69,24.33,"{""횡보정리"": 1}"
COMP,0.83,75.0,2.459,-0.89,4,4687.55,3.73,"{""동적익절"": 2, ""트레일링스탑"": 1, ""손절"": 1}"
CORE,-1.04,66.67,0.89,-4.65,21,24473.81,15.87,"{""트레일링스탑"": 6, ""동적익절"": 8, ""손절"": 6, ""강제청산"": 1}"
COS,-6.02,23.08,0.277,-8.49,13,15015.77,2.7,"{""손절"": 9, ""트레일링스탑"": 2, ""동적익절"": 2}"
CPOOL,6.24,75.0,2.406,-2.25,20,23489.66,9.27,"{""동적익절"": 12, ""손절"": 4, ""트레일링스탑"": 3, ""횡보정리"": 1}"
CRTS,5.86,78.57,3.814,-2.01,14,16480.26,3.43,"{""손절"": 3, ""동적익절"": 9, ""트레일링스탑"": 2}"
CSPR,0.57,57.14,1.238,-1.99,7,8180.89,3.79,"{""동적익절"": 3, ""트레일링스탑"": 1, ""손절"": 3}"
CTSI,6.08,66.67,2.35,-2.1,12,14152.43,0.9,"{""동적익절"": 7, ""손절"": 4, ""트레일링스탑"": 1}"
CUDIS,2.68,66.67,1.692,-1.56,9,10567.26,1.38,"{""동적익절"": 5, ""손절"": 3, ""트레일링스탑"": 1}"
CVC,1.68,75.0,3.539,-1.11,4,4708.86,13.33,"{""동적익절"": 3, ""손절"": 1}"
CYS,-7.55,33.33,0.439,-8.96,24,27810.75,1.7,"{""손절"": 16, ""동적익절"": 5, ""트레일링스탑"": 3}"
