symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
A8,-1.46,50.0,0.753,-5.07,14,14130.05,4.5,"{""횡보정리"": 3, ""동적익절"": 3, ""손절"": 5, ""전략매도"": 2, ""백테스트종료"": 1}"
ACX,3.21,68.18,1.428,-5.21,22,22580.48,5.7,"{""손절"": 7, ""동적익절"": 10, ""횡보정리"": 2, ""전략매도"": 3}"
ADA,-3.69,39.39,0.47,-5.79,33,32824.08,7.92,"{""전략매도"": 26, ""횡보정리"": 3, ""손절"": 3, ""백테스트종료"": 1}"
ATH,-0.82,57.14,0.53,-2.63,7,7479.49,7.85,"{""전략매도"": 4, ""트레일링스탑"": 1, ""횡보정리"": 1, ""손절"": 1}"
AXS,1.27,50.0,4.486,-1.28,6,5865.16,5.51,"{""전략매도"": 4, ""동적익절"": 1, ""횡보정리"": 1}"
BERA,0.21,83.33,1.182,-1.32,6,6671.81,7.15,"{""전략매도"": 5, ""손절"": 1}"
BLAST,0.33,37.5,1.161,-2.26,8,8758.37,6.33,"{""횡보정리"": 2, ""전략매도"": 2, ""동적익절"": 2, ""손절"": 1, ""백테스트종료"": 1}"
BSV,-0.87,33.33,0.424,-2.33,3,3311.53,7.58,"{""전략매도"": 1, ""손절"": 1, ""횡보정리"": 1}"
BTC,-0.23,45.71,0.921,-2.47,35,32077.63,7.78,"{""전략매도"": 29, ""횡보정리"": 5, ""동적익절"": 1}"
BTR,-4.93,44.44,0.426,-7.08,27,25709.73,7.02,"{""전략매도"": 11, ""손절"": 7, ""횡보정리"": 6, ""동적익절"": 2, ""트레일링스탑"": 1}"
C,-3.41,47.06,0.63,-8.91,17,18247.98,2.11,"{""동적익절"": 6, ""횡보정리"": 1, ""손절"": 9, ""트레일링스탑"": 1}"
CAMP,5.61,71.43,12.351,-0.9,7,7223.82,6.1,"{""횡보정리"": 2, ""동적익절"": 3, ""전략매도"": 1, ""백테스트종료"": 1}"
CFG,3.61,28.57,2.004,-2.51,7,6757.03,2.4,"{""횡보정리"": 1, ""동적익절"": 2, ""손절"": 3, ""백테스트종료"": 1}"
COS,-0.69,44.44,0.915,-3.29,18,18732.78,2.56,"{""전략매도"": 3, ""동적익절"": 6, ""손절"": 8, ""트레일링스탑"": 1}"
CUDIS,2.8,63.64,2.095,-1.5,11,10486.84,2.91,"{""동적익절"": 5, ""트레일링스탑"": 1, ""손절"": 3, ""전략매도"": 1, ""백테스트종료"": 1}"
DAO,0.55,50.0,4.239,-0.63,2,2097.22,5.04,"{""전략매도"": 1, ""백테스트종료"": 1}"
DEEP,2.16,65.22,1.393,-1.91,23,23804.26,7.67,"{""손절"": 4, ""동적익절"": 7, ""전략매도"": 8, ""횡보정리"": 3, ""백테스트종료"": 1}"
DKA,0.83,42.86,1.325,-1.84,7,7520.72,4.14,"{""전략매도"": 1, ""동적익절"": 3, ""손절"": 2, ""백테스트종료"": 1}"
DOGE,-2.27,43.48,0.578,-3.66,23,21609.85,10.67,"{""손절"": 4, ""동적익절"": 4, ""횡보정리"": 10, ""전략매도"": 5}"
DOOD,1.45,62.5,2.005,-1.54,8,7952.9,5.95,"{""동적익절"": 4, ""횡보정리"": 1, ""트레일링스탑"": 1, ""전략매도"": 1, ""손절"": 1}"
DOT,0.36,33.33,7.481,-1.1,3,3342.44,9.03,"{""전략매도"": 2, ""횡보정리"": 1}"
EDGE,-1.4,0.0,0.0,-1.85,2,2048.27,4.5,"{""손절"": 1, ""백테스트종료"": 1}"
ENA,-0.52,50.0,0.576,-1.39,4,4153.73,4.46,"{""전략매도"": 2, ""손절"": 1, ""백테스트종료"": 1}"
ENSO,-7.5,37.5,0.246,-8.85,24,25645.29,8.61,"{""손절"": 7, ""트레일링스탑"": 1, ""횡보정리"": 3, ""전략매도"": 11, ""동적익절"": 1, ""백테스트종료"": 1}"
EPT,-0.31,50.0,0.793,-1.85,6,6242.18,8.07,"{""동적익절"": 1, ""전략매도"": 2, ""횡보정리"": 2, ""손절"": 1}"
ETH,-0.83,42.42,0.836,-4.08,33,32895.97,8.49,"{""횡보정리"": 5, ""동적익절"": 3, ""손절"": 1, ""전략매도"": 23, ""백테스트종료"": 1}"
F,-3.7,31.58,0.265,-5.45,19,18657.24,9.73,"{""전략매도"": 7, ""손절"": 3, ""횡보정리"": 8, ""백테스트종료"": 1}"
FANC,2.03,50.0,1.956,-1.58,8,7134.3,3.86,"{""횡보정리"": 1, ""손절"": 2, ""동적익절"": 3, ""전략매도"": 1, ""백테스트종료"": 1}"
G,0.7,60.0,1.269,-3.23,10,9184.26,4.13,"{""횡보정리"": 2, ""전략매도"": 2, ""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 2, ""백테스트종료"": 1}"
GAS,0.38,40.0,1.757,-0.75,5,5009.47,10.62,"{""횡보정리"": 3, ""전략매도"": 1, ""동적익절"": 1}"
GTC,-2.29,0.0,0.0,-3.15,3,3692.53,1.69,"{""손절"": 2, ""백테스트종료"": 1}"
GWEI,-3.66,37.5,0.501,-8.24,16,16991.71,5.67,"{""전략매도"": 4, ""손절"": 7, ""횡보정리"": 1, ""동적익절"": 3, ""백테스트종료"": 1}"
H,-6.25,40.0,0.547,-9.44,35,36509.97,5.56,"{""손절"": 13, ""동적익절"": 6, ""전략매도"": 14, ""횡보정리"": 2}"
HAEDAL,-0.65,64.29,0.792,-2.49,14,12900.41,7.77,"{""전략매도"": 6, ""횡보정리"": 5, ""손절"": 2, ""동적익절"": 1}"
HOOK,0.47,50.0,1.295,-2.59,8,8761.81,5.89,"{""동적익절"": 2, ""전략매도"": 2, ""트레일링스탑"": 2, ""손절"": 1, ""백테스트종료"": 1}"
HUMA,-6.78,42.5,0.657,-10.83,40,42746.78,4.0,"{""손절"": 17, ""동적익절"": 10, ""전략매도"": 7, ""횡보정리"": 4, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
ICP,-0.53,33.33,0.221,-1.22,3,3320.06,4.83,"{""전략매도"": 3}"
ICX,-2.29,0.0,0.0,-2.79,3,3276.04,2.81,"{""손절"": 2, ""백테스트종료"": 1}"
IP,-1.07,40.0,0.073,-1.48,5,4556.57,9.43,"{""횡보정리"": 2, ""전략매도"": 2, ""손절"": 1}"
KAIA,-0.8,0.0,0.0,-1.02,2,2479.96,4.25,"{""전략매도"": 1, ""백테스트종료"": 1}"
KITE,-4.0,0.0,0.0,-4.26,4,4899.83,7.77,"{""손절"": 3, ""백테스트종료"": 1}"
LA,-0.34,50.0,0.821,-1.95,6,6241.39,6.49,"{""횡보정리"": 1, ""전략매도"": 1, ""트레일링스탑"": 1, ""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
LISTA,0.25,57.14,1.167,-1.91,7,6672.94,8.0,"{""동적익절"": 1, ""전략매도"": 1, ""횡보정리"": 3, ""손절"": 1, ""백테스트종료"": 1}"
MBX,0.1,66.67,1.136,-0.83,3,2919.09,5.17,"{""전략매도"": 2, ""동적익절"": 1}"
ME,-0.93,28.57,0.277,-1.78,7,6643.46,9.39,"{""횡보정리"": 4, ""전략매도"": 1, ""손절"": 1, ""백테스트종료"": 1}"
MOODENG,-1.24,45.45,0.639,-3.17,11,11218.95,5.11,"{""전략매도"": 5, ""손절"": 3, ""동적익절"": 1, ""횡보정리"": 1, ""백테스트종료"": 1}"
NEO,-2.05,0.0,0.0,-2.56,6,6198.52,11.57,"{""횡보정리"": 4, ""손절"": 1, ""백테스트종료"": 1}"
OGN,-5.89,33.33,0.314,-7.42,21,21102.39,7.21,"{""횡보정리"": 7, ""전략매도"": 3, ""트레일링스탑"": 2, ""동적익절"": 2, ""손절"": 7}"
OXT,1.51,50.0,1.224,-2.49,22,22537.76,7.98,"{""전략매도"": 4, ""손절"": 5, ""동적익절"": 7, ""횡보정리"": 5, ""백테스트종료"": 1}"
PENGU,-4.29,51.72,0.501,-6.75,29,30725.91,8.49,"{""전략매도"": 13, ""손절"": 6, ""동적익절"": 4, ""횡보정리"": 5, ""트레일링스탑"": 1}"
PEPE,3.37,50.0,2.448,-2.33,20,17584.36,10.29,"{""손절"": 2, ""횡보정리"": 8, ""동적익절"": 7, ""전략매도"": 2, ""백테스트종료"": 1}"
PLUME,0.78,80.0,540.698,-0.7,5,4186.29,5.12,"{""전략매도"": 4, ""백테스트종료"": 1}"
